x,phi_fdm,phi_exact,error_abs
0.0,4.2402900623021337e-14,0.0,4.2402900623021337e-14
0.012658227848101266,0.07949283738365154,0.07945016697171436,4.267041193717347e-05
0.02531645569620253,0.1584825777965176,0.15839802440721495,8.45533893026329e-05
0.0379746835443038,0.23646982266737562,0.23634443853290488,0.00012538413447074626
0.05063291139240506,0.3129615115245515,0.3127966070222271,0.00016490450232437004
0.06329113924050633,0.38747403928301444,0.38727117465064104,0.0002028646323734007
0.0759493670886076,0.45953631375143156,0.4592972892229779,0.0002390245284536463
0.08860759493670886,0.5286927340286793,0.5284195784526194,0.0002731555760598914
0.10126582278481013,0.5945060709594301,0.5942010289717105,0.0003050419877196342
0.11392405063291139,0.6565602314376475,0.6562257492703756,0.00033448216727194335
0.12658227848101267,0.7144628890811726,0.7141015990967498,0.0003612899844228634
0.13924050632911392,0.767847964645429,0.7674626686939079,0.00038529595152114737
0.1518987341772152,0.8163779404942743,0.8159715921991609,0.0004063482951133235
0.16455696202531644,0.8597459944951662,0.859321680579661,0.00042431391550523667
0.17721518987341772,0.8976779398474726,0.8972388606192122,0.00043907922826036394
0.18987341772151897,0.9299339585797044,0.929483407697387,0.00045055088231737983
0.20253164556962025,0.9563101177559464,0.9558514614057607,0.0004586563501857155
0.21518987341772153,0.9766396588055386,0.9761763144190508,0.0004633443864877629
0.22784810126582278,0.9907940518244506,0.9903294664725019,0.00046458535194870976
0.24050632911392406,0.9986838081827185,0.998221436781933,0.00046237140078553285
0.25316455696202533,1.0002590463003755,0.9998023297700656,0.00045671653030998627
0.26582278481012656,0.9955098070148617,0.9950621505224275,0.0004476564924341675
0.27848101265822783,0.9844661165460551,0.9840308679784207,0.00043524856763443864
0.2911392405063291,0.9671977966608434,0.9667782254580372,0.00041957120280622373
0.3037974683544304,0.9438140232374322,0.9434132997221346,0.0004007235152976296
0.31645569620253167,0.9144626360202924,0.9140838113540346,0.0003788246662578265
0.3291139240506329,0.8793292039296948,0.8789751908224338,0.00035401310726101975
0.34177215189873417,0.8386358518352485,0.8383094061302767,0.0003264457049717562
0.35443037974683544,0.7926398562109579,0.7923435594615743,0.0002962967493835844
0.3670886075949367,0.7416320185505184,0.741368261698618,0.00026375685190038745
0.37974683544303794,0.685934826826644,0.6857057950864135,0.00022903174023047868
0.3924050632911392,0.6259004166182714,0.6257080756605601,0.00019234095771136772
0.4050632911392405,0.5619083447960538,0.5617544283207712,0.00015391647528262276
0.4177215189873418,0.49436318984161726,0.49424918861672296,0.00011400122489430009
0.43037974683544306,0.4236919939721384,0.4236191464085279,7.284756361053413e-05
0.4430379746835443,0.3503415632419521,0.3503108475638247,3.071567812740206e-05
0.45569620253164556,0.2747756426908174,0.2747877707510255,1.2128060208116409e-05
0.46835443037974683,0.19747198439846392,0.197527397177953,5.541277948908907e-05
0.4810126582278481,0.11891932698212186,0.11901819180190486,9.886481978299555e-05
0.49367088607594933,0.039614305633624204,0.03975651509692588,0.00014220946330167905
0.5063291139240507,-0.039941687768177886,-0.03975651509692564,0.00018517267125224557
0.5189873417721519,-0.11924567461830662,-0.11901819180190461,0.0002274828164020165
0.5316455696202531,-0.19779626957834262,-0.19752739717795234,0.0002688724003902798
0.5443037974683544,-0.2750968504959657,-0.27478777075102523,0.00030907974494048807
0.5569620253164557,-0.35065869821009965,-0.350310847563824,0.000347850646275627
0.569620253164557,-0.42400408639080156,-0.4236191464085281,0.0003849399822734578
0.5822784810126582,-0.4946693018789338,-0.49424918861672273,0.0004201132622110859
0.5949367088607594,-0.562207576430058,-0.5617544283207706,0.00045314810928742677
0.6075949367088608,-0.6261919113271227,-0.6257080756605599,0.0004838356665628485
0.620253164556962,-0.6862177770038334,-0.6857057950864129,0.0005119819174204121
0.6329113924050633,-0.7419056706108172,-0.7413682616986181,0.000537408912199111
0.6455696202531646,-0.792903515354826,-0.792343559461574,0.0005599558932519733
0.6582278481012658,-0.8388888864415809,-0.8383094061302764,0.0005794803113045033
0.6708860759493671,-0.8795710495491337,-0.8789751908224337,0.0005958587266999826
0.6835443037974683,-0.9146927989438576,-0.9140838113540344,0.0006089875898231956
0.6962025316455696,-0.944032083617908,-0.9434132997221344,0.0006187838957736336
0.7088607594936709,-0.9674034111671883,-0.966778225458037,0.0006251857091512658
0.7215189873417721,-0.9846590205340514,-0.9840308679784205,0.0006281525556308676
0.7341772151898734,-0.995689816200281,-0.9950621505224275,0.0006276656778534395
0.7468354430379747,-1.0004260579240833,-0.9998023297700656,0.0006237281540177886
0.7594936708860759,-0.9988378016603499,-0.9982214367819331,0.0006163648784167641
0.7721518987341772,-0.9909350888765517,-0.9903294664725019,0.0006056224040498215
0.7848101265822784,-0.9767678830673493,-0.976176314419051,0.0005915686482983462
0.7974683544303798,-0.9564257538692922,-0.9558514614057608,0.0005742924635313562
0.810126582278481,-0.9300373107727382,-0.9294834076973874,0.0005539030753508589
0.8227848101265822,-0.8977693900112469,-0.8972388606192124,0.0005305293920344623
0.8354430379746836,-0.8598259997691946,-0.8593216805796611,0.0005043191895335308
0.8481012658227848,-0.8164470303763478,-0.8159715921991615,0.00047543817718631587
0.8607594936708861,-0.7679067376439613,-0.7674626686939077,0.00044406895005366653
0.8734177215189873,-0.7145120089312372,-0.7141015990967499,0.00041040983448736856
0.8860759493670886,-0.6566004229046303,-0.6562257492703762,0.0003746736342540302
0.8987341772151899,-0.5945381152568293,-0.5942010289717102,0.00033708628511908145
0.9113924050632911,-0.5287174638790227,-0.5284195784526198,0.0002978854264029662
0.9240506329113924,-0.4595546081215363,-0.45929728922297797,0.0002573188985583452
0.9367088607594937,-0.3874868178268755,-0.38727117465064165,0.00021564317623384843
0.9493670886075949,-0.31296972876899337,-0.31279660702222756,0.00017312174676581416
0.9620253164556962,-0.23647446197722632,-0.23634443853290504,0.0001300234443212811
0.9746835443037974,-0.15848464515745955,-0.15839802440721573,8.662075024382099e-05
0.9873417721518987,-0.07949335504205643,-0.07945016697171488,4.318807034155159e-05
1.0,-2.4492935982947064e-16,-2.4492935982947064e-16,0.0
